,Body,Tag
1358,"In Brief:
I have a short-term, part-time software consulting contract (200-300hrs over 2-3months) for which the client has specified hourly and daily rates. What is a typical ratio between hourly : daily rates (given details/context below)?

Details/Context: 
The client does business with a close colleague of mine - so I am doing this work as a courtesy to some extent - though I figure the client isn't aware of this fact (early versions of the contract were shamelessly one-sided, etc). My originally proposed rates were $100/hr capping at $800/day (so a 10hr day = $800). However, the client made the following change in the latest version of the contract:


  ...Consultant shall be paid an hourly fee of $80/hr or a daily fee of
  $600...


Notice that 8hrs * $80/hr = $640, not $600. (I never bill for lunch)

- I'll put any updates / answers to questions below here. Thanks! -
","['contracts', 'pay-rate', 'software']"
1359,"I was offered to sign a contract for Consultant/Developer position working remotely for company in United Arab Emirates.

Contract contains Indemnification paragraph that looks strange to me. Since it's my first contract I have some doubts if I should sign it (since I will have unlimited liability).

What do you think about this:


  Consultant hereby indemnifies and agrees to defend and hold harmless XXXX from and againstany and all claims, demands and actions, and any liabilities, damages or expenses resulting there 
  from, including court costs and reasonable attorneys' fees, arising out of or relating to the services performed by Consultant under this Agreement or the representations and warranties made by
  Consultant herein. Consultant's obligations under this paragraph hereof shall survive the termination, for any reason, of this Agreement. Additionally, Consultant shall indemnify and hold XXXX harmless against all claims, costs, liability and loss, including attorneys fees, arising out of
  or relating to the performance by Consultant under this Agreement and/or the Consultants failure to perform its obligations hereunder, including but not limited to claims of infringement of patent, trademark or other proprietary rights, claims or actions based upon or arising out of damage or
  injury (including death) to persons or property or based on any violation of law, breach of any Consultant's warranties or representations and claims by Consultant or personnel assigned by
  Consultant for benefits or compensation from either XXXX or XXXX' clients. 
  XXXX SHALL NOT BE LIABLE FOR ANY LOST REVENUE, LOST PROFITS OR ANY OTHER CONSEQUENTIAL, INCIDENTAL SPECIAL, EXEMPLARY OR OTHER DAMAGES SUFFERED BY CONSULTANT UNDER ANY PART OF THIS AGREEMENT, WHETHER OR NOT THE POSSIBILITY OF SUCH
  LOST PROFITS OR DAMAGES HAS BEEN DISCLOSED TO XXXX OR COULD HAVE BEEN REASONABLY FORESEEN BY XXXX.

","['contracts', 'consulting', 'software']"
1360,"I am a buyer on upwork.com seeking for someone to remotely access and upgrade my server.

There's a contractor who wanted to work without a contract. I'd sent him the offer but it was not accepted (I even paid for deposit). The contractor asked me to share him the server details, and he said he would only accept the offer once the job is complete. Thus, he didn't want to take the deposit.

Q: I'm not sure if I should trust him. Why would he do that? There's no guarantee I'll even pay anything without a contract...
",['freelance-websites']
1361,"ive been learning front end development for 2 months now, and thinking of getting a freelance job even just from a small scale business. I can now comfortably write html,css and use preprocessor also some jquery and js.. but i dont know how the process works on freelancing.. especially as a beginner what do i need to ask my client? 
",['freelance-websites']
1362,"I am looking on taking my first job as a freelance developer and the project involves ecommerce. We are starting to get to the contract talks and I wanted to make sure if anything goes horrible wrong in the event of hacking or loss of money from their store being down. I am not open to be sued personal and have my personal assets at risk. If I created an LLC for my freelance work would this protect me from losing an personal assets in the case of a lawsuit? 
","['legal', 'llc']"
1363,"I have an hourly-rated contract with a client (small tech company, ~5 people + a few contractors). The first 7 months went well - payments tended to be a week or two late on occasion, which I attributed to disorganization. However, a month ago the accounts receivable reached $25k - at which point I stopped working for the client. Since then, I have a chain of emails and phone calls trying to solicit payment (or partial payment) from the client. I receive responses within 1-3 days - usually a verbal guarantee from the client that I'll receive at least a partial payment within the next week - which has never happened.

I'm now considering taking legal action (a letter from lawyer then sueing). The law firm is willing waive all costs if we do not receive payment, though they will of course take a decent percentage of the payout if we win. This, of course, is all assuming that the client is able to pay (an important variable in this equation).

I'm hoping there is a good rule of thumb out there to determine when its best to begin legal action. My concerns are (1) loss of money and (2) the client becoming uncivil/hostile. Thx.

p.s. - please note this is similar to question 6581 though this addresses a larger outstanding payment ($25,000 vs £100) and, thus, addresses costs of legal action.
","['legal', 'payments', 'late-payment']"
1364,"I am a web developer who works for a company and next to it has ""private clients"" as a freelancer. One of my client is my co-worker's friend, who is a real estate rental salesman.

First I had to move his webpage to our server. The webpage used a lot of out-dated function what our webserver didn't treated well. I had even to rewrite the image uploading class to work like it used to be. He paid in time

After my co-worker said that the client need a new development: He needed a ""flats to sale"" ""system"" next to the ""flats to rent"" I shipped the code in-time under the ""planned hours"". My co-worker said that upload the code and the client will come the day after to pay. He didn't come and phoned that he will come next monday. We waited for him but again, he didn't come. Now the code is shipped three weeks ago and there was five or more scheduled meeting that he skipped. I thinking about deactivating the admin page and charge him higher amount for the delay.
",['difficult-client']
1365,"To ship a project you always need to install something on customer's PC/server. There are 2 options: make it yourself or write an instruction for them. It's not that important if the setup is small. But now I'm facing a setup which took around 2 working days on my PC because of compilation time and resolving issues both. I'm using those frameworks for the first time (will definetely be somewhat faster the second time). It's a fixed price project. 

Should I add this as additional cost? I always have feeling that I should be well-familiar with the software on which I'm basing my solution (I usually do not, in fact), so presuming this I consider installation an easy process that is not paid separately.

Furthermore, the customer is tempted to make it themselves to get experience for further deployment. But they will definetely run into problems and most probably it will spend both my/their time. I'm also not very tempted to provide educational services.
",['fixed-price']
1366,"I have quite simple contract terms so far. I don't expect that any legal actions are possible (the money is not that big and we're always around the globe). It's more for the client to be aware what to expect in case of problems. Should I ask them to make a photo of their signature in that case? Or just prompt to read and confirm?
",['contracts']
1367,"Can the old guys in this field ""Freelancing"" tell me the best websites to offer gigs and services to people because I only know one website and it is not enough for me.
PS: Is Wirex would be a good website to order a Visa card?
",['freelance-websites']
1368,"I am an engineering student studying in one of the top schools in my country. I have been tutoring students for about 2 years, sharing my expertise with those who are about to take university entrance exams (mostly high school students).

Students usually find me through my blog where I post articles about problem solving strategies, time management, dealing with stress, building resilience and patience etc. I also share stories of my previous students and their successes in exams.

During sessions, I usually: 


solve difficult, challenging problems
talk to students about common sources of distraction and how to deal with those
talk to families about their attitude towards the student and how they can provide the student with a more efficient environment (I don't charge money for these talks of course, they are usually like tea talks)


So, generally speaking, I work roughly as a personal trainer for these students.

Most of my students say they are satisfied with the learning experience. I regularly provide the students' families with information about the student's progress, and they also openly express their satisfaction and say they are willing to continue with tutoring sessions.

The problem is, after 2-3 months of tutoring 2-4 hours per week, the families suddenly and abruptly change their minds and want to put and end to the sessions, with no display of dissatisfaction or distrust. Am I missing something? Is it possible that I have problems with reading some cues about their attitude towards me? How can I keep my client families wanting to stay with me until the end of the semester?

P.S.: For the sake of comparison, I charge $15 per hour which amounts to $120-$240 per month where an average white collar earns $1200 per month in my country.

EDIT: There are some tutoring centers, located in a building with super crammed and dimly lighted classrooms, employing teachers so incompetent that they are unable to find a proper job at a school, charging $2000 up front per year and these families choose to send their kids to these tutoring centers. Is there a psychological effect of paying up front, where you feel like you have to get the most of what you have just paid, instead of the option I give them where they can choose to cancel whenever they want?
",['difficult-client']
1369,"I'm an art director working at a design and marketing agency for about a year now and I'm not planning on leaving soon. I also do freelance work on the side, and I'm updating my website. Can I feature some of the clients I've done design work for at my agency on my site, as long as I credit my agency and the team in the individual projects? 

I'm not asking about the work itself, because I won't list any work I haven't talked to my agency about to make sure. Just asking about the ability to list the client logos as clients I've worked with, so there aren't any contract issues I can think of. 
","['freelance-websites', 'portfolio']"
1370,"While I was looking for answers to a question that has already been asked here, I stumbled upon this answer. The second ""golden rule"" suggests:


  If it's something that will take more than 1 hour or so, and it's not in the domain ""you should know that before you applied to job"", then ask a client if he is ready to finance the research time since the product will be of higher quality.


But how does one ask if the client is willing to invest money in something without losing him as a client? Because I think that the client might consider you (the freelancer) as not competent enough and decide to find another freelancer.

Note: I'm not a freelancer. I have no idea how any of that works. This question just popped in my head.

PS: I couldn't find a more suitable tag than time-management. 
",['time-management']
1371,"A client called me at the telephone weeks ago, he said he is the CEO of a local big car dealer, my number was given to him by another of my clients.

He said he wanted to talk about the website. We agreed to contact again the week after to fix a meeting date and hour. 

He didn't call me so I called him a couple of times (no answer) and then the day after I called again and he answered. He told me that he could meet me two days after at 8:00 am.

I prepared myself for good knowing it is an important company with big sales volume, with examples, things to say and to explain, proposals, etc.

The day after at 8:00 am I was at his office, he welcomed me and he started to talk about himself, he did this, he did that, he launched this service, he launched these people (unknown to me), and then he asked suddenly to present myself to him, so I presented briefly myself, my knowledges, my skills and I wanted then to show him and explain some of my top projects to complete the presentation, but he refused saying: ""I already saw them on your site"".

Then he said: ""I want to develop a specific platform for a specific type of business and then sell it worldwide by the end of the year, are you able to develop that?"".

I said: ""It depends! I could take two weeks or two years depending on the requested features and specs. Also I am a single freelance I can't guarantee 100% commitment to your project since I already have long term clients that I have a live and continuous collaboration... But let's talk about the project so I can understand better.""

He said: ""Now I only wanted to meet you and know you. Please give me a week of time and I will send you by email a word file with all the specification of that project. Please review it and then we will meet and talk in depth"".

Then he got up from the chair, shook my hand, said ""it was a pleasure, have a good day..."" and he left the room leaving me there... 

I was a bit shocked about that, I entered the room at 8:00 and left it at 8:12. I just left my business card on his desk and went back to my office.

I feel like I was in the middle line between being treated with bad manners and having to deal with an aggressive/strange client...

Now more than two weeks passed but I had no news from him, I don't know if I want to work for him, but a part of me thinks that it could be an interesting project with a successfull company...

Should I contact him again?

Do you think that he just subtly got rid of me after the first 10 minutes of meeting?
","['difficult-client', 'negotiation']"
1372,"I have an offer for a position in a new startup and I was asked to provide concept designs for at least 1 page ( both mobile and desktop version ) It's a lot of work because I need to apply the brand guidelines to the wireframes, read and understand the brief and other docs. Also I need to put in place a proposal and calculate hours required to design each page + a lot of headaches ( Approx. 3 days worth of work ) 

I don't feel like this kind of test is the best way to choose a designer but I have to put food on the table, I have free time but I don't like working for free, on the other hand there's a lot of money to be made if I'm hired.

What do you think guys?
",['design']
1373,"I work as a full-time programmer and about half year ago.

I also started to work on freelance; so I have pretty much experience as a programmer, but I feel that I lack some organisational skills needed for freelance.

I agreed to do a fixed price job.

I didn't have enough experience to estimate it and thus I underestimated it (I track my time and I spent about 4 times more than I planned), but I understand that I can't blame the client, because we discussed the conditions earlier and he did everything right.

What do I do in such a situation?

I see several options here:


just finish the job: it results in lower rate, but, anyway, I learned
something new from the situation; 
inform the client about the time I spent. Not sure what should follow
that line.


What can you recommend me about that?
","['price', 'negotiation', 'fixed-price']"
1374,"I am currently working as a technical freelance writer for a client. He has asked me to write 10 lengthy articles (~2000 Words each) about a technical topic in a ""tutorial"" fashion. We agreed on a fixed rate of $0.2 per word. 

Before I started working on the 10 articles, I outlined the articles in a hierarchy of Article-Sections-Subsections-Brief Description in a document. After I was done, the whole outline document was 600 words.  

So my question is, should I ask my client for a payment for that outline? (Given that I spent around 3 hours preparing it). 
","['payment-terms', 'payments', 'writing']"
1375,"I am negotiating a contract where the customer wants an exclusiveness option. The project is about development of software and exclusiveness means that I am not allowed to resell it to third parties later.

What coefficient should I apply to value this exclusiveness in the contract ?



It is worth to know that this piece of software is indeed reusable by others as such or with minor adaptations.
","['price', 'negotiation', 'offer']"
1376,"I applied for a job through Guru three months ago and then had a detailed conversation regarding the project. The client was happy with the rough solution presented by me but disappered after some discussion. 

Recently he tried reaching me again and this time he agreed to give the project to me accepting all my charges/service terms and conditions. But this time, most of the communication happened through whatsapp chat. Shall I directly deal with client and payment through PayPal or should send an agreement through Guru website?

The reason I want to directly deal with client is higher charges levied by websites on contract amount.
","['freelance-websites', 'payment-terms', 'evaluating-clients']"
1377,"I'm soon going to close a transaction with the owner of an existing single-member LLC, that will transfer 100% of the current member's interest to me, making me the sole member (owner) of the LLC.

It's unclear to me whether I need to apply for a new EIN. My attorney is unsure, and my CPA says it would make his life easier.

What I really want to know is, definitively, what is the correct thing to do is?
","['legal', 'taxes', 'llc']"
1378,"I have a client that wants to forward his calls to me when he's busy with a meeting. He wants me to be available from 9-5, but will only be forwarding his calls to me when he's with a client. Do I bill him for the entire time he may be forwarding calls or just for the time I'm on the phone? There may only be 5-10 calls a day, so I won't be on the phone much, but he doesn't want the calls to go to voice mail.
",['pay-rate']
1379,"I am a self-employed translator. My earnings are below the threshold for VAT in both the UK, and in France, where most of my customers are based and I am not VAT registered in either country.
A client recently asked me about whether or not I had an intra-community VAT number and said that they thought I was under a legal obligation to register for a French VAT number, because the 'country of supply' rules had changed since 2015. I have been trying to work out if I am under any such obligations and there appears to be widespread ignorance and uncertainty about this issue, and I'm still none the wiser. Could you advise?
","['taxes', 'uk', 'vat', 'france']"
1380,"Is there any way I can invoice from a residential address without making it look like its coming from a home?
",['invoices']
1381,"For few months I have been working for one client and after that time I have realized something, that was not visible at first sight - my client is a person, who dislike people of other race and religion and is pro Russian, to put it lightly, who is xenophobic, racist, adores Putin, to put it bluntly.

The Russia / Putin I see like a different opinion or setting that everyone is entitled to, the other things I have a hard time accepting and I believe one should not.

What to do, however? I am building an intranet CRM system for whole company and my leaving would give a hard time also to other people. It also seems unprofessional to me. I am paid on a hourly basis and I have been already compensated for several months' work.

Sometimes I wonder what took me so long to realize it and I just feel that by staying I am actually helping to spread those ideas and once the system is finished, client will be more free and able to be even more proactive in advertising those ideas and supporting those political parties that do as well, for example.

So far I have stopped going for a lunch as I usually feel embarrassed there and when I tried to be an opponent, it seemed to have no effect. Or should I try harder?
","['difficult-client', 'ethics']"
1382,"I just bought a company yesterday that has been run for the last six years by the owner's sister (""Sue""), whom I would give the title of ""Business Manager"". It's a small business, but we do government work, so there's a fair amount of paperwork in addition to routine accounting through QuickBooks. I'd like to assume Sue's job because the company has greatly downsized since its heydey when a full-time Business Manager was needed. Her job is something I can do.

Sue has been making a salary of $38,188 with no additional benefits. Because there will be some turnover, and because I'll need her to do a handful of things in addition to answering my questions, I'd like to offer to keep her employed at an hourly consulting rate for a short period of time, say 30 days from today. Realistically, I would expect her to record no more than 10 hours per week for the next month, as part of the transition.

I don't want to lowball her unfairly (she's done a great job heretofore), but I'm on a serious budget and cannot afford to overpay her. What hourly rate should I offer her? I originally considered dividing her salary by 2080 (hours in a year), but ~$18/hr seems low. Any advice would be appreciated.
","['pay-rate', 'consulting']"
1383,"Is is hard for one guy to finish the freelancing job? For example, in software engineering area, some guys can only do backend and some guys can only do frontend, it's hard for them to finish freelancing job individually. So here's the problem, do you want to find co-worker with different skill to help you finish the job?
",['partner']
1384,"I am freelancer Android application developer, I got a project based on Hotel booking which I completed it in 20 days( project based pay ) and the client paid me 20k(INR) as I am new to freelancing am I paid enough? or paid less from the client ?

What will be the right amount for this project?

sorry if this is off-topic i am new to this SE site
","['freelance-websites', 'pay-rate']"
1385,"We are two independent business partners in UK and Spain we a signed contract of belonging 50% of the benefits generated by our activity:


A is invoicing directly to the clients in Spain with 21% VAT (it's mandatory in Spain)
B is invoicing A with the 50% of benefits with 20% VAT (I'm VAT registered in UK).


So, my question is if this is correct (numbers are exposed as example):

When A is invoicing a client for a total of £100 (£82.64 NET + £17.36 VAT [21%]), B should invoice A with half of the benefits (NET) + VAT [20%] so it would be: £82.64/2 + 20% = £41.32 half of NET + £8.26 VAT = £49.58.

Am I doing anything wrong here?
","['invoices', 'vat']"
1386,"I'm a solo freelancer working from home in a developing country. Sometimes I need a trusted-feeling address to show for my clients. 

Is it illegal to rent a virtual address from a developed country to show it in my contracts and email signatures? Are there any harms that might come to me later? 

Beside that, I feel it a bit of cheating.
","['legal', 'virtual-office']"
1387,"So I am a software engineer and currently have lots of clients that I create and maintain websites in WordPress. 

One of my clients, who I have a maintenance contract with(fixed $ / month) wants to be involved in certain aspects of the website, such as customizations and time to time changing functionality on their own.

When they attempt to do this, most of the time, they fail and either crash the website or just don't get it working.

At this point, they inform me, that they wanted to make A work and broke the website and they want me to fix it. After I spent time figuring out their error and fixing it, they always want step by step documentation on what I did to fix it and what they need to do in future to make this work.

I have told them a couple of times, to not try to make/change things on their own, but they claim they want to know how to do simple stuff on their own.

Now, they are paying me per month, fixed rate, and it gives them unlimited items to request. Thus they won't be paying extra if they ask me to do it instead of them.

What I am coming to conclusion is, that they are slowly collecting documentation of how to do most items and will eventually either downgrade their maintenance plan with me or completely cut me off since they know how to do to everything they need.

How should I go about this?

Should I tell them that I am no longer supplying documentation for my work, or should I supply it if they want?

What is the correct approach for this situation?

Thanks everyone!
",['difficult-client']
1388,"Receiving orders for work from clients and assign them to freelancers. But, I am not from IT business but administration.
",['portfolio']
1389,"I want to know what do you think of personal pictures of yourself on portfolios. 

I will soon be taking a photoshoot with a proper photographer for my portfolio, I mainly want it for my hero image and one for a profile pictures on popular freelance sites. 

Do you think it adds any benefits for conversion? and if what do you think it would be ideal, pose, wardrobe, etc. ?

My niche is web development for small to medium companies.
","['freelance-websites', 'web-development', 'programmer', 'portfolio']"
1390,"When I talked with the client for the first time, we didn't set well stablished limits for the project. The project is a mobile app. The agreement was that I was going to copy a Web App he was finishing. At that point, the project didn't seem too big and we settled a price and a deadline.

During the development, he continued adding features and making changes to the Web App. At the beginning it was little, but then the project became larger and larger. The deadline came, but they agreed to add one month in order for me to finish. Then he continued adding features and every time I told him it wasn't the agreement, he found a different way to evade it.

Now, I'm at a point where the extra month ended and he and his partners are furious because it isn't finished (Which is obvious because he just ended the app one week ago and I'm still adding that features). I haven't received last month payment and we don't have any contract. My client is calling me every 2 hours and writing every 15 minutes to see how is the project going and forces me to stay awake at night, threatening me if I don't.

Each time I'm presenting the App, he still finds a difference from the Web App. This is no longer business. ¿What can I do in order to end with this situation?

PS: My client resides in another city and wants to come to my place.

Ending (Edit)

Thanks for all your answers.

After a week I couldn't avoid my client to come to my city, but I saw him just to negotiate. We agreed to finish a couple of things in order to get the full payment. After that, they went back to their city and I stopped working.

Back in their city, the client tried to continue with the development again (without paying) so I didn't continue. I tried to call him for a week to get paid but he didn't answer. I wrote him telling I wouldn't deliver any of the latest code and I blocked him.

Next day, his boss called me. He told me he removed the person who hired me, from the project. He was going to continue with this. After a long negotiation, we agreed he would pay me the half of the last payment, for the development at the point it was.

Comments

Thanks for all your answers. Sorry I didn't updated this for long time, but I read all your suggestions and all of them where useful. I'm working on every point you told me to avoid falling into this again.
","['difficult-client', 'negotiation', 'software', 'fixed-price']"
1391,"I hope this is the right piace to ask my question.
I'm an electronic developer with knowledge in hardware, firmware and a bit of software.

Ten years ago I began my own freelance activity. I never thought about the business plan. Until now it's pretty straight:


  I wait until a customer ask me for something to do, I offer him a quote, if he agrees I do the job.


This was ok at beginning. Now I want to improve it because it has several disadvantages:


it relies on customer needs: if one is not going to develop something new he wouldn't call me
it cannot grow: after I use all my available time, and learned enough to work at reasonable speed, I can't accept more work. 
it's hard to get rid of the limit above hiring someone or even outsourcing some parts of the projects. Hiring someone requires almost to double the activity, while outsourcing a single part require a lot of effort to make clear specifications due to the high level of integration about different aspects of the projects.


By the way, some customers in the agreement explicitly wrote that I cannot give my job to a third person/company, for various reasons.

I kindly ask an help to brainstorming about how to change my business model in order to allow it to grow.

As final note currently my jobs have these characteristics:


custom needs: they fit a specific need. Most of the time they require a single shot. Problem solved, no more activities to do.
develop and prototype, but the production is handled by the customer. This is usually explicitly stated in the requests. And they don't accept a commissioni o the sold units because ""they've already paid me for the job"".

","['business-plan', 'customer-relations']"
1392,"I'm a creative freelance who has been scoring bigger and bigger clients. My invoices have significantly jumped and business is getting good. I have a VERY large corporation who wants me to host a website being created for them. 

It is a website portal of sorts that they will use internally and for whatever reason they want nothing to do at all with it being hosted. 

The agreement will see me receive a annual payment for taking care of the hosting and domain. I suppose I would need to find a server provider that would be good enough to handle their requests then mark it up for taking care of it.

I have never done this before so I am looking for great insight, knowledge and figures. I'm happy to provide more information if I have it, but right now this is pretty much the extent of what I'm told as a deal is still being brokered. I appreciate the insight!
","['freelance-websites', 'web-development', 'client-support', 'fixed-price']"
1393,"In short words: I am a web designer / developer (front end and back end). I do that proficiently since more than 10 years, and I am appreciated and good skilled in designing and programming. I work alone in a home office.

My target business are local clients, small to medium companies, hotels, shops, restaurants, etc, altough I do some bigger work from time to time but I can't handle to be full time committed to a single big project for long time.

I don't do any marketing, clients come to me by word of mouth by other satisfied clients.

Since a few years this type of business became really inflated due to the following main reasons:


Many online services offer sites ""for free"" then you pay to remove ads if you want. With time many of my small business clients decided to move to these types of services and they are OK with it.
Many other clients (restaurants, shops) don't even want anymore a website, they just open a Facebook page and they too are OK with that.
Many other new young freelancers and studios are showing up each month and some of them too are doing ""move and restyle your site for free for the first year then pay xx/month"" they work 12 hours a day even weekends or nights...
Bigger local web agencies are ""fighting"" each other to stay alive and they started to attract even small businesses with cheap products relying on high numbers for renewals and updating.


The fact is that there is a LOT of offer and not much request for the type of work that I offer too...

My incomes are getting lower and I feel on a dead railway... I'm still going enough good for now with some faithful clients but I feel like sooner or later I'll reach the end...

I need to significantly raise my incomes also because soon I'll be a father and I have to guarantee a good life to my family and daughter.

How can I survive this situation? Should I start look some other type of job? 
","['freelance-websites', 'attracting-clients', 'business-plan', 'money']"
1394,"The website of a major webservices company could benefit from a simple additional feature.

Technically, it would be straightforward to implement this feature (they don't need me for this).  Commercially, it should significantly increase the quality of their service and could have a significant impact on their traffic.  Therefore, the reason they didn't implement it already must be that they didn't have the idea — yet.

I am willing to suggest this improvement, but for several reasons I want to monetize it.

Now, how can I secure this idea while approaching them ?  I mean, odds are they won't be interested until they know the idea, but then, what could keep them from dismissing me while implementing the feature ?

I believe intellectual property will be of no help here.

I am thinking about asking them to sign a contract with an explicit clause stating that if they are not interested with the idea, they can't implement it on their website for 5 years or something.  I have yet to check such a clause would be legal, though.  But maybe this approach would be too ""naive"" anyway ?
","['legal', 'negotiation', 'copyright']"
1395,"I answered a job posting on Upwork, and in response, ""David Lee"" asked me for my Skype ID.  Because of a number of ""issues"" on my end, it took several days before we were both on Skype at the same time when this conversation ensued:


  David Lee: Hi
  David Lee: are you available now?
  Fred Koschara: Yes, I'm here
  David Lee: Great
  David Lee: Ok, Sorry but I have to apologize something first.
  David Lee: That the job posted is not needed anymore.
  David Lee: But I have something to discuss with you now if you have time.
  Fred Koschara: What do you have?
  David Lee: ok, thanks
  David Lee: I am from China and also a web developer myself.
  But I can't create account on Upwork.
  David Lee: So I want to purchase someone's Upwork account.
  I would really appreciate if you can help me.
  Fred Koschara: Didn't you have to create an account to post the job?
  David Lee: Oh, it's just client account which I created yesterday
  David Lee: not verified one also
  David Lee: so do you work full time on Upwork?
  Fred Koschara: It's one of the things I do
  Fred Koschara: How would you ""purchase"" an account?
  David Lee: I want to talk about the price.
  David Lee: and pay immediately through paypal
  Fred Koschara: I'm not quite sure what you mean.  Are you saying you want me to give you my username and password, with my work history and profile attached?  Is that what you are saying you want to buy?
  David Lee: Yes, that's right.
  David Lee: That means also you should not use it once I start using it.
  David Lee: And I am willing to pay for it.
  Fred Koschara: How much are you willing to pay?
  David Lee: I am sorry but I lost your profile
  David Lee: would you please send it again to me?
  David Lee: oh, I found it
  David Lee: you have only one job history
  David Lee: is it Video verified one?
  Fred Koschara: yes
  David Lee: I can pay 600$.
  Fred Koschara: hahahahahahaha  I've spent 40 years building my reputation as a contract programmer and consultant, and you think I'd be willing to sell that for $600?
  David Lee: You mean you spent 40 years to make this profile?
  Fred Koschara: No, I only found Upwork about a month ago, I've been working in this business for 40 years
  David Lee: I understand.
  David Lee: As I said, I am Chinese.
  David Lee: I am not so rich.
  David Lee: But I am doing this because Upwork is only platform on which I can make earnings for living.
  David Lee: I am impressed in your passion for work.
  David Lee: Sorry, I thought you are young looking at your photo. lol
  David Lee: 30s
  David Lee: like me
  Fred Koschara: that's what most people think when they see me
  David Lee: They might be
  David Lee: So would you pls help me this poor Chinese youth?
  David Lee: (bow)
  Fred Koschara: My Upwork account, and the credentials and history associated with it, are part of my reputation.  You are going to find that an honest person will never ""sell"" their reputation, and that if you do manage to ""buy reputation"" from someone, it won't be worth the money you paid for it.
  David Lee: I see
  David Lee: I just want to by a Upwork account and use it to get jobs there
  David Lee: You can remove those work history on it before selling it
  Fred Koschara: This is going to make an ""interesting"" blog post....
  David Lee: haha
  David Lee: I would appreciate if you please don't do it.
  David Lee: I am doing this for my living, being very serious..


(FWIW the lines about ""Ok, Sorry but I have to apologize something first."" and ""That the job posted is not needed anymore."" were repeated from when he first contacted me and I told him I was busy replacing a failed UPS.)

I've reported this incident to Upwork, but is there anybody else I should make aware of the situation?  In addition to being unethical, it seems like doing this sort of thing should be illegal, although trying to enforce it on someone in China would be ""difficult"" at best.

How common is this practice?  Has anyone else been approached with the same or similar scams?  How did you deal with it?
","['attracting-clients', 'ownership', 'trust', 'ethics', 'offer']"
1396,"Imagine that I bought some items online (they could be consumables, materials or the like) to a shop based in a non-EU country. The goods were sent by post and weren't stopped at customs, so I haven't paid VAT on them. Can I still claim them as a business expense, if I'm a self-employed that doesn't issue VAT? (I don't know if it's relevant, just in case it is)
","['taxes', 'uk']"
1397,"I have a client that asked me to write code for them. Specifically (from the contract):


  The Client is hiring the Developer to do the following: Point a form to send a user entered text field to custom API [ed: random API request to third-party server]. The URL and port need to be configurable. Display the result on the same page using JS code.


The client has paid me 50% upfront, but the script still doesn't work due to a technical problem that, frankly, is a bit above my level of expertise. Moreover, the problem stemmed from the API being private until I wrote the first script.

The only solution I see is to build a larger system than what I had originally budgeted, and because of it, the job will no longer be profitable.

What should I do? Should I ask for more money? If so, how?
","['contracts', 'scope-of-work', 'money']"
1398,"I'm currently working as a freelancer at fiverr from the last few months. Now I've listen about many others sites for freelancers like freelancer,guru,upwork etc. I don't know which website is best for beginners. Anyone here, who wanted to share his/her experience with me. Every single suggestion will be appreciated
","['freelance-websites', 'working-from-home', 'group-freelancing']"
1399,"Every once in a while, I get a client who keeps sending me files over text and email and all kinds of other means. 

It becomes a mess and when I bring up that it takes 20 minutes to find all the files - when I ask them yet again to please put the files on Dropbox, they say 

Client:


  I don't know how to use a dropbox?  My assistant uses it but I'm not sure how to use it?  


Considering this snarky reply: 


  You just drag and drop it in box. Probably cheaper for you to ask your secretary 


However, maybe the client really needs help. 

Are there standard guides to forward to clients to get them to use Dropbox or any other centralized online file sharing/storage? 
","['difficult-client', 'communication', 'client-support', 'project-management']"
1400,"I'm a single web designer / developer freelance and I work in a home office, my target clients are small to medium local businesses, shops, hotels, etc.

I have several clients and I am available to them for any maintenance, updates or problem solving, in working hours, I also have a schedule of works to complete with certain deadlines.

Two weeks ago I had a sudden unexpected and very debilitating health problem, I was hospitalized for a few days and being treated with strong I.V. painkillers and other medicines. Later when I came back home I was very weak and totally unable to do anything for almost a week.

During this time my wife answered the client's calls and informed them about my temporary inability to work for health reasons. Although I have managed to solve a few minor things with the help of one other freelance-collegue, that had consequences:


A client moved suddenly to another freelance because he needed the work done, probably I will not see him again.
A company (my client since 3 years) had a problem with the website due to a provider change of settings, I couldn't do anything... they expressed me their concern about possible future similar problems, they said probably they will move to a bigger web agency to avoid to be dependent to a single person.
I had some calls and emails for jobs to do that I had not even answered and declined.
I am in a terrible delay with deadlines, I should work days and nights but I am not physically able to stay at work more than a few hours a day since I am still in therapy with many medicines.


Please note that this never happened to me before, this is the first time I had such problem and totally unexpected...

How to be ""ready"" for such events? Do you arrange your work in some way to grant your client's business continuity? Do you arrange anything to minimize the effects of unplanned similar events?
","['difficult-client', 'working-from-home', 'local-business']"
1401,"No NDA was signed and nothing was discussed with customer in this relation. Then I'm tempted to store projects in my public github and post links to them in my blog as a demo for potential customers. At the same time I'm afraid this is may look like (or may be) an offence regarding the previous customers.
",['copyright']
